sales_date;order_id;customer_name;product_name;category;price;quantity;discount;total;shipping_fee;total_sales;status;shipping_address
2025-09-23;ORD04740;Customer_1892;Meja Rias;Kamar Tidur;1750000;1;0;1750000;50000;1800000;completed;Kelurahan 175, Bekasi
2025-10-25;ORD04741;Customer_2465;Lemari TV;Ruang Tamu;2300000;1;0;2300000;60000;2360000;completed;Kelurahan 94, Tangerang
2025-01-29;ORD04742;Customer_2051;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;completed;Kelurahan 130, Jakarta Pusat
2025-03-31;ORD04743;Customer_1274;Meja Makan;Ruang Makan;3200000;1;0;3200000;60000;3260000;completed;Kelurahan 116, Tangerang
2025-09-10;ORD04744;Customer_249;Rak Buku;Penyimpanan;1100000;1;0;1100000;60000;1160000;completed;Kelurahan 33, Jakarta Pusat
2025-02-16;ORD04745;Customer_1206;Rak Meja;Ruang Kerja;750000;3;0;2250000;50000;2300000;completed;Kelurahan 184, Bogor
2025-12-24;ORD04746;Customer_362;Meja Rias;Kamar Tidur;1750000;2;0;3500000;60000;3560000;completed;Kelurahan 119, Jakarta Utara
2025-05-24;ORD04747;Customer_3071;Rak Buku;Penyimpanan;1100000;3;0;3300000;50000;3350000;completed;Kelurahan 14, Bogor
2025-07-02;ORD04748;Customer_173;Meja;Ruang Kerja;1250000;3;0;3750000;50000;3800000;completed;Kelurahan 147, Bogor
2025-07-25;ORD04749;Customer_10;Lemari TV;Ruang Tamu;2300000;2;0;4600000;60000;4660000;completed;Kelurahan 53, Tangerang
2025-09-29;ORD04750;Customer_677;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;cancelled;Kelurahan 100, Jakarta Utara
2025-01-19;ORD04751;Customer_215;Lemari Sudut;Ruang Tamu;2750000;1;0;2750000;60000;2810000;completed;Kelurahan 92, Jakarta Barat
2025-08-30;ORD04752;Customer_1563;Kursi;Ruang Makan;650000;1;0;650000;60000;710000;completed;Kelurahan 101, Tangerang
2025-01-28;ORD04753;Customer_2927;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;completed;Kelurahan 190, Jakarta Pusat
2025-05-01;ORD04754;Customer_1585;Bufet;Ruang Tamu;3250000;3;0;9750000;60000;9810000;completed;Kelurahan 49, Jakarta Timur
2025-10-17;ORD04755;Customer_2430;Lemari Dapur;Dapur;1850000;2;0;3700000;50000;3750000;completed;Kelurahan 46, Bekasi
2025-02-02;ORD04756;Customer_1872;Kursi;Ruang Makan;650000;2;0,1;1170000;50000;1220000;completed;Kelurahan 133, Depok
2025-03-26;ORD04757;Customer_3292;Lemari Laci;Kamar Tidur;1950000;3;0;5850000;60000;5910000;completed;Kelurahan 67, Jakarta Selatan
2025-11-06;ORD04758;Customer_1230;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;refund;Kelurahan 10, Tangerang
2025-07-30;ORD04759;Customer_2218;Meja Rias;Kamar Tidur;1750000;1;0;1750000;50000;1800000;completed;Kelurahan 13, Bekasi
2025-08-30;ORD04760;Customer_1593;Nakas;Kamar Tidur;1000000;3;0;3000000;60000;3060000;completed;Kelurahan 156, Jakarta Selatan
2025-11-10;ORD04761;Customer_953;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 93, Tangerang Selatan
2025-06-02;ORD04762;Customer_2674;Meja Rias;Kamar Tidur;1750000;1;0;1750000;60000;1810000;completed;Kelurahan 173, Tangerang Selatan
2025-05-28;ORD04763;Customer_3320;Kasur;Kamar Tidur;5500000;3;0;16500000;60000;16560000;refund;Kelurahan 41, Jakarta Timur
2025-09-03;ORD04764;Customer_405;Nakas;Kamar Tidur;1000000;2;0;2000000;60000;2060000;completed;Kelurahan 57, Tangerang
2025-09-04;ORD04765;Customer_1608;Lemari Sudut;Ruang Tamu;2750000;1;0;2750000;60000;2810000;completed;Kelurahan 61, Jakarta Utara
2025-07-27;ORD04766;Customer_1231;Lemari Dapur;Dapur;1850000;3;0;5550000;60000;5610000;completed;Kelurahan 18, Jakarta Timur
2025-06-14;ORD04767;Customer_1789;Bufet;Ruang Tamu;3250000;1;0;3250000;50000;3300000;completed;Kelurahan 97, Depok
2025-06-24;ORD04768;Customer_477;Sofa;Ruang Tamu;4500000;2;0;9000000;60000;9060000;completed;Kelurahan 78, Tangerang
2025-08-09;ORD04769;Customer_1604;Rak Buku;Penyimpanan;1100000;3;0;3300000;60000;3360000;completed;Kelurahan 143, Jakarta Timur
2025-11-07;ORD04770;Customer_3091;Kursi Bar;Ruang Makan;1295000;3;0;3885000;50000;3935000;completed;Kelurahan 100, Depok
2025-09-19;ORD04771;Customer_1506;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;completed;Kelurahan 193, Tangerang Selatan
2025-10-19;ORD04772;Customer_2147;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;completed;Kelurahan 103, Jakarta Pusat
2025-04-07;ORD04773;Customer_164;Meja;Ruang Kerja;1250000;3;0;3750000;60000;3810000;completed;Kelurahan 193, Jakarta Selatan
2025-09-25;ORD04774;Customer_2312;Nakas;Kamar Tidur;1000000;3;0;3000000;50000;3050000;refund;Kelurahan 15, Depok
2025-08-02;ORD04775;Customer_2568;Lemari Dapur;Dapur;1850000;2;0;3700000;60000;3760000;completed;Kelurahan 186, Jakarta Timur
2025-10-20;ORD04776;Customer_3031;Lemari Sliding;Kamar Tidur;4750000;3;0;14250000;60000;14310000;completed;Kelurahan 160, Jakarta Timur
2025-02-13;ORD04777;Customer_638;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 38, Jakarta Utara
2025-04-10;ORD04778;Customer_3107;Kitchen Set;Dapur;9500000;1;0;9500000;60000;9560000;completed;Kelurahan 18, Jakarta Barat
2025-01-01;ORD04779;Customer_1499;Meja Kopi;Ruang Tamu;1800000;1;0,1;1620000;60000;1680000;completed;Kelurahan 113, Jakarta Barat
2025-09-03;ORD04780;Customer_1276;Bufet;Ruang Tamu;3250000;2;0;6500000;60000;6560000;completed;Kelurahan 14, Jakarta Barat
2025-03-11;ORD04781;Customer_1155;Lemari TV;Ruang Tamu;2300000;3;0;6900000;50000;6950000;completed;Kelurahan 94, Bekasi
2025-04-27;ORD04782;Customer_346;Rak Sepatu;Penyimpanan;650000;2;0;1300000;50000;1350000;cancelled;Kelurahan 150, Depok
2025-05-14;ORD04783;Customer_506;Kasur;Kamar Tidur;5500000;2;0;11000000;60000;11060000;completed;Kelurahan 26, Jakarta Timur
2025-12-01;ORD04784;Customer_2778;Meja;Ruang Kerja;1250000;2;0;2500000;50000;2550000;refund;Kelurahan 163, Bekasi
2025-09-26;ORD04785;Customer_308;Kursi;Ruang Makan;650000;1;0;650000;50000;700000;completed;Kelurahan 184, Bekasi
2025-10-02;ORD04786;Customer_2614;Rak Sepatu;Penyimpanan;650000;1;0;650000;50000;700000;completed;Kelurahan 70, Depok
2025-12-17;ORD04787;Customer_2376;Meja Makan;Ruang Makan;3200000;1;0;3200000;60000;3260000;completed;Kelurahan 86, Jakarta Utara
2025-06-12;ORD04788;Customer_1985;Lemari TV;Ruang Tamu;2300000;2;0;4600000;60000;4660000;completed;Kelurahan 193, Jakarta Utara
2025-10-07;ORD04789;Customer_43;Kursi Bar;Ruang Makan;1295000;2;0;2590000;60000;2650000;completed;Kelurahan 95, Jakarta Selatan
2025-02-09;ORD04790;Customer_1080;Meja;Ruang Kerja;1250000;2;0;2500000;50000;2550000;refund;Kelurahan 145, Bogor
2025-07-09;ORD04791;Customer_58;Lemari Dapur;Dapur;1850000;2;0;3700000;60000;3760000;completed;Kelurahan 143, Jakarta Pusat
2025-09-12;ORD04792;Customer_2424;Kasur;Kamar Tidur;5500000;2;0;11000000;60000;11060000;completed;Kelurahan 73, Jakarta Selatan
2025-11-01;ORD04793;Customer_2022;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;completed;Kelurahan 64, Jakarta Pusat
2025-01-20;ORD04794;Customer_459;Rak Meja;Ruang Kerja;750000;2;0;1500000;50000;1550000;completed;Kelurahan 195, Bekasi
2025-06-22;ORD04795;Customer_247;Rak Buku;Penyimpanan;1100000;1;0;1100000;60000;1160000;completed;Kelurahan 131, Jakarta Timur
2025-06-08;ORD04796;Customer_227;Rak Buku;Penyimpanan;1100000;2;0;2200000;60000;2260000;cancelled;Kelurahan 198, Jakarta Selatan
2025-10-06;ORD04797;Customer_1333;Kursi;Ruang Makan;650000;2;0;1300000;50000;1350000;completed;Kelurahan 140, Depok
2025-03-16;ORD04798;Customer_3018;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;completed;Kelurahan 10, Jakarta Barat
2025-02-05;ORD04799;Customer_2989;Kasur;Kamar Tidur;5500000;2;0;11000000;60000;11060000;cancelled;Kelurahan 120, Jakarta Pusat
2025-08-31;ORD04800;Customer_897;Rak Meja;Ruang Kerja;750000;3;0;2250000;60000;2310000;completed;Kelurahan 24, Jakarta Selatan
2025-09-07;ORD04801;Customer_115;Meja Kopi;Ruang Tamu;1800000;2;0;3600000;60000;3660000;completed;Kelurahan 73, Jakarta Utara
2025-07-11;ORD04802;Customer_1319;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;60000;9560000;completed;Kelurahan 13, Jakarta Timur
2025-07-27;ORD04803;Customer_2454;Rak Buku;Penyimpanan;1100000;3;0;3300000;50000;3350000;refund;Kelurahan 63, Bekasi
2025-11-22;ORD04804;Customer_3416;Lemari Sliding;Kamar Tidur;4750000;3;0;14250000;50000;14300000;completed;Kelurahan 186, Bekasi
2025-11-03;ORD04805;Customer_2442;Lemari TV;Ruang Tamu;2300000;1;0;2300000;60000;2360000;completed;Kelurahan 106, Jakarta Timur
2025-05-22;ORD04806;Customer_2840;Rak Meja;Ruang Kerja;750000;1;0;750000;60000;810000;completed;Kelurahan 56, Jakarta Selatan
2025-05-27;ORD04807;Customer_1577;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 137, Tangerang Selatan
2025-07-02;ORD04808;Customer_2782;Meja Rias;Kamar Tidur;1750000;1;0;1750000;60000;1810000;completed;Kelurahan 192, Jakarta Timur
2025-10-28;ORD04809;Customer_2508;Kasur;Kamar Tidur;5500000;2;0;11000000;60000;11060000;completed;Kelurahan 88, Jakarta Timur
2025-03-17;ORD04810;Customer_2422;Kursi;Ruang Makan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 42, Jakarta Barat
2025-06-25;ORD04811;Customer_1880;Kursi;Ruang Makan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 9, Tangerang
2025-05-07;ORD04812;Customer_1614;Lemari Dapur;Dapur;1850000;3;0;5550000;50000;5600000;completed;Kelurahan 97, Bogor
2025-01-01;ORD04813;Customer_3485;Lemari Sliding;Kamar Tidur;4750000;2;0,1;8550000;60000;8610000;completed;Kelurahan 21, Jakarta Timur
2025-08-10;ORD04814;Customer_3232;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;completed;Kelurahan 188, Jakarta Timur
2025-01-21;ORD04815;Customer_3481;Lemari Sliding;Kamar Tidur;4750000;1;0;4750000;60000;4810000;completed;Kelurahan 184, Tangerang Selatan
2025-05-28;ORD04816;Customer_1421;Meja Makan;Ruang Makan;3200000;3;0;9600000;60000;9660000;cancelled;Kelurahan 4, Tangerang Selatan
2025-08-29;ORD04817;Customer_2132;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;completed;Kelurahan 21, Jakarta Timur
2025-10-09;ORD04818;Customer_1838;Kursi Bar;Ruang Makan;1295000;1;0;1295000;60000;1355000;completed;Kelurahan 87, Jakarta Selatan
2025-10-02;ORD04819;Customer_3064;Lemari Baju;Kamar Tidur;3500000;2;0;7000000;60000;7060000;completed;Kelurahan 130, Jakarta Pusat
2025-06-22;ORD04820;Customer_1663;Kursi;Ruang Makan;650000;1;0;650000;50000;700000;completed;Kelurahan 5, Depok
2025-06-19;ORD04821;Customer_2564;Lemari Dapur;Dapur;1850000;1;0;1850000;60000;1910000;completed;Kelurahan 141, Jakarta Utara
2025-07-01;ORD04822;Customer_1174;Lemari Baju;Kamar Tidur;3500000;2;0;7000000;60000;7060000;completed;Kelurahan 168, Jakarta Utara
2025-06-17;ORD04823;Customer_2201;Lemari Dapur;Dapur;1850000;3;0;5550000;60000;5610000;completed;Kelurahan 114, Jakarta Selatan
2025-11-21;ORD04824;Customer_1249;Lemari Baju;Kamar Tidur;3500000;1;0;3500000;60000;3560000;completed;Kelurahan 6, Jakarta Pusat
2025-06-01;ORD04825;Customer_3056;Meja Makan;Ruang Makan;3200000;1;0;3200000;50000;3250000;completed;Kelurahan 68, Bekasi
2025-01-03;ORD04826;Customer_1179;Lemari TV;Ruang Tamu;2300000;3;0;6900000;60000;6960000;completed;Kelurahan 181, Jakarta Timur
2025-07-15;ORD04827;Customer_3354;Lemari Laci;Kamar Tidur;1950000;3;0;5850000;60000;5910000;completed;Kelurahan 188, Tangerang
2025-12-20;ORD04828;Customer_80;Rak Meja;Ruang Kerja;750000;3;0;2250000;50000;2300000;refund;Kelurahan 12, Bogor
2025-09-29;ORD04829;Customer_1260;Meja;Ruang Kerja;1250000;1;0;1250000;50000;1300000;completed;Kelurahan 77, Bogor
2025-01-11;ORD04830;Customer_225;Bufet;Ruang Tamu;3250000;3;0;9750000;60000;9810000;completed;Kelurahan 188, Jakarta Selatan
2025-01-08;ORD04831;Customer_2830;Lemari Dapur;Dapur;1850000;1;0;1850000;50000;1900000;completed;Kelurahan 92, Depok
2025-08-11;ORD04832;Customer_3010;Meja Kopi;Ruang Tamu;1800000;1;0;1800000;50000;1850000;cancelled;Kelurahan 81, Depok
2025-06-07;ORD04833;Customer_2774;Lemari TV;Ruang Tamu;2300000;2;0;4600000;60000;4660000;completed;Kelurahan 190, Jakarta Barat
2025-04-14;ORD04834;Customer_2459;Lemari TV;Ruang Tamu;2300000;2;0;4600000;50000;4650000;completed;Kelurahan 101, Bekasi
2025-03-13;ORD04835;Customer_2274;Rak Buku;Penyimpanan;1100000;3;0;3300000;60000;3360000;completed;Kelurahan 177, Jakarta Utara
2025-01-27;ORD04836;Customer_366;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;60000;9560000;completed;Kelurahan 90, Jakarta Utara
2025-09-08;ORD04837;Customer_690;Lemari TV;Ruang Tamu;2300000;2;0;4600000;60000;4660000;completed;Kelurahan 193, Jakarta Barat
2025-08-07;ORD04838;Customer_3457;Lemari TV;Ruang Tamu;2300000;3;0;6900000;60000;6960000;completed;Kelurahan 58, Jakarta Barat
2025-12-22;ORD04839;Customer_1929;Rak Sepatu;Penyimpanan;650000;1;0;650000;60000;710000;completed;Kelurahan 120, Tangerang Selatan
2025-01-07;ORD04840;Customer_3228;Rak Buku;Penyimpanan;1100000;1;0;1100000;50000;1150000;refund;Kelurahan 41, Depok
2025-10-04;ORD04841;Customer_1233;Kasur;Kamar Tidur;5500000;1;0;5500000;50000;5550000;completed;Kelurahan 164, Bogor
2025-03-15;ORD04842;Customer_2028;Rak Buku;Penyimpanan;1100000;3;0;3300000;60000;3360000;completed;Kelurahan 31, Tangerang
2025-06-27;ORD04843;Customer_977;Bufet;Ruang Tamu;3250000;2;0;6500000;60000;6560000;completed;Kelurahan 145, Jakarta Barat
2025-08-07;ORD04844;Customer_1543;Meja Kopi;Ruang Tamu;1800000;2;0;3600000;60000;3660000;completed;Kelurahan 61, Jakarta Barat
2025-06-01;ORD04845;Customer_1536;Lemari Dapur;Dapur;1850000;3;0;5550000;60000;5610000;completed;Kelurahan 72, Jakarta Barat
2025-11-21;ORD04846;Customer_1685;Lemari Baju;Kamar Tidur;3500000;1;0;3500000;50000;3550000;completed;Kelurahan 150, Bekasi
2025-01-22;ORD04847;Customer_375;Meja;Ruang Kerja;1250000;2;0;2500000;60000;2560000;completed;Kelurahan 78, Jakarta Timur
2025-11-29;ORD04848;Customer_2281;Meja Kopi;Ruang Tamu;1800000;3;0;5400000;60000;5460000;completed;Kelurahan 9, Tangerang Selatan
2025-02-02;ORD04849;Customer_308;Lemari Sliding;Kamar Tidur;4750000;1;0,1;4275000;50000;4325000;completed;Kelurahan 158, Bekasi
2025-05-17;ORD04850;Customer_1606;Rak Buku;Penyimpanan;1100000;1;0;1100000;60000;1160000;completed;Kelurahan 90, Tangerang
2025-05-09;ORD04851;Customer_2848;Lemari Baju;Kamar Tidur;3500000;1;0;3500000;60000;3560000;completed;Kelurahan 78, Jakarta Pusat
2025-11-24;ORD04852;Customer_3080;Rak Buku;Penyimpanan;1100000;1;0;1100000;60000;1160000;refund;Kelurahan 77, Jakarta Pusat
2025-12-21;ORD04853;Customer_745;Rak Sepatu;Penyimpanan;650000;3;0;1950000;60000;2010000;completed;Kelurahan 149, Tangerang
2025-06-12;ORD04854;Customer_900;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;50000;9550000;completed;Kelurahan 82, Depok
2025-09-15;ORD04855;Customer_1838;Meja Kopi;Ruang Tamu;1800000;1;0;1800000;60000;1860000;completed;Kelurahan 83, Jakarta Utara
2025-06-01;ORD04856;Customer_1938;Meja Makan;Ruang Makan;3200000;3;0;9600000;50000;9650000;completed;Kelurahan 104, Bogor
2025-11-29;ORD04857;Customer_2469;Lemari Sudut;Ruang Tamu;2750000;2;0;5500000;60000;5560000;completed;Kelurahan 73, Tangerang Selatan
2025-11-19;ORD04858;Customer_1340;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;cancelled;Kelurahan 32, Jakarta Pusat
2025-06-07;ORD04859;Customer_1602;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 164, Jakarta Selatan
2025-04-06;ORD04860;Customer_1743;Lemari Dapur;Dapur;1850000;2;0;3700000;60000;3760000;completed;Kelurahan 56, Tangerang
2025-04-05;ORD04861;Customer_1370;Kitchen Set;Dapur;9500000;1;0;9500000;60000;9560000;completed;Kelurahan 189, Jakarta Pusat
2025-01-10;ORD04862;Customer_1414;Meja Rias;Kamar Tidur;1750000;2;0;3500000;60000;3560000;completed;Kelurahan 190, Jakarta Barat
2025-09-10;ORD04863;Customer_1847;Kitchen Set;Dapur;9500000;3;0;28500000;60000;28560000;completed;Kelurahan 81, Jakarta Utara
2025-01-09;ORD04864;Customer_2993;Kursi Bar;Ruang Makan;1295000;1;0;1295000;60000;1355000;completed;Kelurahan 7, Tangerang
2025-10-17;ORD04865;Customer_2012;Kitchen Set;Dapur;9500000;2;0;19000000;50000;19050000;completed;Kelurahan 32, Bekasi
2025-02-15;ORD04866;Customer_926;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;60000;9560000;completed;Kelurahan 4, Jakarta Utara
2025-03-15;ORD04867;Customer_684;Rak Sepatu;Penyimpanan;650000;1;0;650000;60000;710000;completed;Kelurahan 106, Jakarta Utara
2025-05-20;ORD04868;Customer_524;Sofa;Ruang Tamu;4500000;3;0;13500000;60000;13560000;completed;Kelurahan 186, Jakarta Barat
2025-03-24;ORD04869;Customer_2404;Meja;Ruang Kerja;1250000;1;0;1250000;50000;1300000;completed;Kelurahan 153, Bekasi
2025-06-07;ORD04870;Customer_2407;Bufet;Ruang Tamu;3250000;1;0;3250000;50000;3300000;completed;Kelurahan 60, Bekasi
2025-06-14;ORD04871;Customer_3041;Rak Sepatu;Penyimpanan;650000;2;0;1300000;60000;1360000;completed;Kelurahan 156, Tangerang
2025-01-18;ORD04872;Customer_871;Bufet;Ruang Tamu;3250000;1;0;3250000;50000;3300000;completed;Kelurahan 194, Depok
2025-08-09;ORD04873;Customer_187;Sofa;Ruang Tamu;4500000;3;0;13500000;60000;13560000;completed;Kelurahan 32, Jakarta Selatan
2025-10-30;ORD04874;Customer_1269;Meja Makan;Ruang Makan;3200000;1;0;3200000;60000;3260000;completed;Kelurahan 189, Jakarta Selatan
2025-12-21;ORD04875;Customer_97;Meja Kopi;Ruang Tamu;1800000;1;0;1800000;50000;1850000;completed;Kelurahan 82, Bogor
2025-05-04;ORD04876;Customer_3428;Kitchen Set;Dapur;9500000;1;0;9500000;60000;9560000;completed;Kelurahan 92, Jakarta Pusat
2025-11-27;ORD04877;Customer_1890;Meja;Ruang Kerja;1250000;2;0;2500000;50000;2550000;completed;Kelurahan 157, Bekasi
2025-10-31;ORD04878;Customer_2067;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;60000;10560000;completed;Kelurahan 52, Jakarta Barat
2025-12-22;ORD04879;Customer_398;Kursi Bar;Ruang Makan;1295000;1;0;1295000;60000;1355000;completed;Kelurahan 109, Jakarta Utara
2025-06-05;ORD04880;Customer_1951;Lemari Baju;Kamar Tidur;3500000;3;0;10500000;50000;10550000;completed;Kelurahan 48, Bekasi
2025-05-13;ORD04881;Customer_2542;Meja Makan;Ruang Makan;3200000;3;0;9600000;50000;9650000;completed;Kelurahan 144, Bekasi
2025-11-10;ORD04882;Customer_2237;Lemari Laci;Kamar Tidur;1950000;2;0;3900000;50000;3950000;completed;Kelurahan 44, Bogor
2025-07-20;ORD04883;Customer_2101;Lemari Laci;Kamar Tidur;1950000;2;0;3900000;60000;3960000;refund;Kelurahan 168, Jakarta Selatan
2025-04-23;ORD04884;Customer_3230;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 99, Jakarta Timur
2025-04-27;ORD04885;Customer_2297;Kasur;Kamar Tidur;5500000;3;0;16500000;60000;16560000;completed;Kelurahan 120, Tangerang
2025-03-04;ORD04886;Customer_2649;Kitchen Set;Dapur;9500000;2;0;19000000;50000;19050000;completed;Kelurahan 138, Bogor
2025-02-21;ORD04887;Customer_3112;Nakas;Kamar Tidur;1000000;2;0;2000000;50000;2050000;completed;Kelurahan 5, Bekasi
2025-07-01;ORD04888;Customer_2377;Meja Kopi;Ruang Tamu;1800000;1;0;1800000;60000;1860000;completed;Kelurahan 127, Tangerang
2025-02-16;ORD04889;Customer_2168;Kasur;Kamar Tidur;5500000;1;0;5500000;60000;5560000;completed;Kelurahan 131, Tangerang
2025-11-03;ORD04890;Customer_2581;Kursi Bar;Ruang Makan;1295000;1;0;1295000;60000;1355000;completed;Kelurahan 183, Jakarta Selatan
2025-07-16;ORD04891;Customer_1958;Rak Sepatu;Penyimpanan;650000;1;0;650000;50000;700000;completed;Kelurahan 124, Bekasi
2025-06-12;ORD04892;Customer_1426;Kursi;Ruang Makan;650000;2;0;1300000;50000;1350000;refund;Kelurahan 39, Bekasi
2025-11-17;ORD04893;Customer_1957;Lemari Dapur;Dapur;1850000;1;0;1850000;60000;1910000;completed;Kelurahan 192, Tangerang Selatan
2025-07-30;ORD04894;Customer_2550;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;60000;2010000;completed;Kelurahan 123, Tangerang
2025-01-20;ORD04895;Customer_1990;Nakas;Kamar Tidur;1000000;1;0;1000000;60000;1060000;completed;Kelurahan 186, Tangerang
2025-07-07;ORD04896;Customer_2632;Meja Rias;Kamar Tidur;1750000;1;0,1;1575000;60000;1635000;completed;Kelurahan 160, Jakarta Timur
2025-10-09;ORD04897;Customer_2664;Meja Rias;Kamar Tidur;1750000;2;0;3500000;50000;3550000;completed;Kelurahan 26, Depok
2025-12-06;ORD04898;Customer_595;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;60000;9560000;completed;Kelurahan 29, Jakarta Timur
2025-08-14;ORD04899;Customer_390;Rak Meja;Ruang Kerja;750000;3;0;2250000;60000;2310000;completed;Kelurahan 45, Jakarta Timur
2025-06-01;ORD04900;Customer_2844;Meja;Ruang Kerja;1250000;3;0;3750000;60000;3810000;completed;Kelurahan 44, Jakarta Pusat
2025-09-27;ORD04901;Customer_2822;Lemari Sliding;Kamar Tidur;4750000;2;0;9500000;60000;9560000;completed;Kelurahan 11, Tangerang Selatan
2025-11-30;ORD04902;Customer_2733;Rak Meja;Ruang Kerja;750000;2;0;1500000;60000;1560000;cancelled;Kelurahan 42, Jakarta Pusat
2025-05-28;ORD04903;Customer_2856;Rak Sepatu;Penyimpanan;650000;1;0;650000;60000;710000;completed;Kelurahan 59, Jakarta Barat
2025-11-24;ORD04904;Customer_3067;Rak Sepatu;Penyimpanan;650000;3;0;1950000;50000;2000000;completed;Kelurahan 78, Depok
2025-09-03;ORD04905;Customer_3377;Kasur;Kamar Tidur;5500000;3;0;16500000;50000;16550000;completed;Kelurahan 16, Bogor
2025-11-16;ORD04906;Customer_1358;Bufet;Ruang Tamu;3250000;2;0;6500000;50000;6550000;completed;Kelurahan 24, Depok
2025-06-22;ORD04907;Customer_1790;Rak Buku;Penyimpanan;1100000;2;0;2200000;60000;2260000;completed;Kelurahan 85, Jakarta Selatan
2025-12-22;ORD04908;Customer_1096;Lemari Laci;Kamar Tidur;1950000;3;0;5850000;60000;5910000;cancelled;Kelurahan 199, Jakarta Selatan
2025-10-07;ORD04909;Customer_2626;Kursi Bar;Ruang Makan;1295000;2;0;2590000;60000;2650000;completed;Kelurahan 146, Tangerang Selatan
2025-10-20;ORD04910;Customer_1330;Lemari Laci;Kamar Tidur;1950000;3;0;5850000;60000;5910000;completed;Kelurahan 1, Jakarta Barat
2025-11-11;ORD04911;Customer_2485;Lemari Sudut;Ruang Tamu;2750000;2;0,1;4950000;60000;5010000;completed;Kelurahan 5, Jakarta Pusat
2025-04-20;ORD04912;Customer_533;Kitchen Set;Dapur;9500000;3;0;28500000;60000;28560000;completed;Kelurahan 106, Jakarta Timur
2025-07-16;ORD04913;Customer_2931;Lemari Laci;Kamar Tidur;1950000;1;0;1950000;50000;2000000;completed;Kelurahan 97, Bogor
2025-09-16;ORD04914;Customer_865;Kursi Bar;Ruang Makan;1295000;2;0;2590000;60000;2650000;completed;Kelurahan 173, Tangerang
2025-09-03;ORD04915;Customer_3469;Meja Rias;Kamar Tidur;1750000;1;0;1750000;60000;1810000;completed;Kelurahan 140, Jakarta Barat
2025-08-14;ORD04916;Customer_420;Lemari TV;Ruang Tamu;2300000;1;0;2300000;60000;2360000;completed;Kelurahan 28, Jakarta Selatan
2025-01-11;ORD04917;Customer_3170;Kursi;Ruang Makan;650000;1;0;650000;50000;700000;completed;Kelurahan 89, Depok
2025-04-24;ORD04918;Customer_2824;Lemari Baju;Kamar Tidur;3500000;2;0;7000000;60000;7060000;refund;Kelurahan 25, Jakarta Selatan
2025-12-13;ORD04919;Customer_2947;Lemari TV;Ruang Tamu;2300000;3;0;6900000;50000;6950000;completed;Kelurahan 98, Bekasi
2025-10-12;ORD04920;Customer_3034;Meja Makan;Ruang Makan;3200000;3;0;9600000;60000;9660000;completed;Kelurahan 76, Tangerang Selatan
2025-08-06;ORD04921;Customer_3227;Lemari Laci;Kamar Tidur;1950000;2;0;3900000;60000;3960000;completed;Kelurahan 168, Jakarta Barat
2025-12-23;ORD04922;Customer_2136;Kitchen Set;Dapur;9500000;1;0;9500000;60000;9560000;completed;Kelurahan 96, Jakarta Timur
2025-07-28;ORD04923;Customer_323;Lemari Laci;Kamar Tidur;1950000;2;0;3900000;50000;3950000;completed;Kelurahan 174, Depok
2025-08-23;ORD04924;Customer_788;Meja Makan;Ruang Makan;3200000;2;0;6400000;60000;6460000;completed;Kelurahan 122, Tangerang
2025-07-21;ORD04925;Customer_1152;Rak Sepatu;Penyimpanan;650000;1;0;650000;50000;700000;completed;Kelurahan 188, Bogor
2025-01-05;ORD04926;Customer_660;Meja Makan;Ruang Makan;3200000;3;0;9600000;60000;9660000;completed;Kelurahan 173, Tangerang
2025-11-11;ORD04927;Customer_1695;Sofa;Ruang Tamu;4500000;2;0,1;8100000;60000;8160000;cancelled;Kelurahan 69, Jakarta Barat
